### based on codes available for free here: http://vag-codes.info/files/options/vag-option-codes.xlsx
### VAG option codes		http://vag-codes.info/
### 14288 option codes with description		
### 297 new codes		
### updated 13.01.2018		
### code	group	description
#38	MOT	4-cyl. turbo dies. eng. 1.6 l/92 kW (4V)TDI common rail ABT power enhancement
#7U	STR	Engine start and remote start feature without keyless locking and starting system
#AT	BRS	
#B1	BRS	ESC special vehicle 1
#B2	BRS	ESC special vehicle 2
#B3	BRS	ESC special vehicle 3
#B4	BRS	ESC special vehicle 4
#B5	BRS	ESC special vehicle 5
#B6	BRS	ESC special vehicle 6
#B7	BRS	ESC special vehicle 7
#B8	BRS	ASR application matched to special-purpose vehicle 1
#B9	BRS	ASR application matched to special-purpose vehicle 2
#BA	BRS	ESC special vehicle 8
#BB	BRS	ESC special vehicle 9
#BC	BRS	ESC special vehicle 10
#BD	BRS	ESC special vehicle 11
#BE	BRS	ESC special vehicle 12
#BF	BRS	ESC special vehicle 13
#BG	BRS	ESC special vehicle 14
#BH	BRS	ESC special vehicle 15
#BJ	BRS	ESC special vehicle 16
#BK	BRS	ESC special vehicle 17
#BL	BRS	ESC special vehicle 18
#BM	BRS	ESC special vehicle 19
#BN	BRS	ESC special vehicle 20
#BP	BRS	ESC special vehicle 21
#D0	AHV	Trailer hitch aftermarket equipment, removable and lockable
#D1	AHV	Trailer hitch aftermarket equipment, mechanically swiveling, manual
#D2	AHV	Trailer hitch aftermarket equipment, power-folding
#D3	AHV	Trailer hitch aftermarket equipment, USA
#D4	AHV	Trailer hitch aftermarket equipment, Australia
#D5	AHV	Trailer hitch aftermarket equipment, mechanically swiveling with reduced towing capacity
#D6	AHV	Trailer hitch aftermarket equipment, removable with reduced ventilation capacity
#D7	AHV	Trailer hitch aftermarket equipment, power-swiveling with reduced ventilationcapacity
#D8	AHV	Trailer hitch aftermarket equipment, rigid
#D9	AHV	Trailer hitch aftermarket equipment, power-swiveling with maneuvering system
#E1	AHV	Trailer hitch aftermarket equipment, electr. swiveling w/ reduced ventilationcapacity and maneuvering system
#E2	AHV	Trailer hitch aftermarket equipment, without trailer control module
#E3	AHV	Retrofitting of trailer hitch, with reduced ventilation capacity for Australia/New Zealand
#H1	REI	New coding of instrument cluster due to changed tires, new 245/75 R16
#H2	REI	New coding of instrument cluster due to changed tires, new 215/85 R16
#H3	REI	New coding of instrument cluster due to changed tires, new 285/75 R16
#I2	TKV	Recoding of 4I2 with activated auto-lock feature
#I3	TKV	Recoding of 4k3 with activated auto-lock feature
#J1	HES	Coding for rear spoiler fixed spoiler
#K1	FLS	Recoding 8K1 deactivation separate daytime running lights
#K3	FLS	Recoding 8K3 deactivation separate daytime running lights
#L1	ONL	Online Connectivity Unit deactivation without head unit coding
#L5	ONL	Online Connectivity Unit deactivation with head unit coding
#M9	ZUH	Retrofitting of fuel-fired parking heater with radio remote control
#N3	SWS	Reactivation of the rain sensor
#SK	SBR	LED tail lamp assembly as aftermarket equipment
#U2	STR	Aftermarket equipment remote start feature recoding of 7U2
#W3	CPD	Recoding of IW3
#X5	ESZ	Recoding GX5, decoding of the warning signal
#XI	ASE	Ext. mirror, auto-dimming, el. folding/ adjust., separately heated, w/ front pass. exterior mirror lowering function
#ZP	BAV	Disk brakes in front 15-inch " PC57-25/14 Jurid 200-FF
D1E	MOT	8-cyl. turbo dies. eng. 4.0 L/202 kW 32Vcommon rail base engine is T42
D1F	MOT	4-cylinder SI engine 1.8 l/110 kW (20V),turbo, LEV base engine is T8B
D1G	MOT	6-cyl.turbo diesel 2.5 l/114 kW V6 (24V)fuel distributor injection pump base engine is T5T
D1H	MOT	4-cylinder SI engine 1.8 l/64 kW fuel-injected engine, bivalent base engine is T6X
D1I	MOT	6-cylinder SI engine 3.0 l/243 kW TFSI, homogeneous base engine is T9I
D1J	MOT	6-cyl. diesel eng. 2.5 L/110 kW TDI 24V EU 3, fuel distributor injection pump base engine is T6T
D1K	MOT	4-cylinder SI engine 1.6 l/65 kW BOSCH motronic base engine is T43
D1L	MOT	4-cylinder SI engine 1.8 l/110 kW (20V) turbo, EU4 base engine is T8B
D1M	MOT	6-cyl. diesel engine 2.5 l/125 KW 24V TDI, distributor injection pump base engine is T1K
D1N	MOT	6-cyl. turbo diesel engine 2.7 l/132 kW (24V) V6, TDI common rail base engine is TA1
D1P	MOT	6-cyl. turbo diesel engine 2.5 l/120 kW V6 24V, distributor injection pump base engine is T5T/T1K
D1Q	MOT	6-cyl. turbo diesel engine 3.0 l/150 kW (24V) V6, TDI common rail base engine is T41/TF1/TH1/TS8
D1R	MOT	6-cylinder SI engine 2.9 l/309 kW biturbo, FSI, homogeneous base engine is TV8
D1S	MOT	8-cyl. turbo diesel engine 4.2 l/240 kW (32 V) common rail base engine is TB1/TE5
D1T	MOT	6-cyl. turbo diesel engine 3.0 l/165 kW (24V) V6, TDI common rail base engine is T41/TE1/TH1/T7V
D1U	MOT	6-cyl. diesel engine 2.5 l/133 kW 24V TDI, distributor injection pump base engine is T1K
D1V	MOT	6-cyl. turbo diesel engine 3.0 l/155 kW (24V) V6, TDI common rail base engine is T41/TF1/TH1/TS8/T7V
D1W	MOT	6-cyl. turbo diesel engine 2.7 l/120 kW (24V) V6 TDI, common rail base engine is TA1/TH1
D1X	MOT	4-cylinder SI engine 1.8 l/70 kW MPI
D1Y	MOT	4-cylinder SI engine 1.6 l/73 kW with catalytic converter,US 83 (ethanol)base engine is TB4
D1Z	MOT	4-cylinder SI engine 1.6 l/67 kW MPI, US 83 base engine is TD4
D21	MOT	3-cylinder SI engine 1.2 l/51 kW (12V) base engine is T70
D22	MOT	4-cylinder SI engine 1.4 l/63 kW (16V) base engine is TT1/TK0
D23	MOT	4-cylinder SI engine 1.4 l/88 kW 4V TFSI, homogeneous base engine is TU0
D24	MOT	4-cylinder SI engine 1.4 l/57 kW port fuel injection base engine is TR3
D25	MOT	3-cylinder SI engine 1.2 l/55 kW (12V) base engine is T70
D26	MOT	4-cylinder SI engine 1.6 l/73 kW (16V) with MPI base engine is TT0
D27	MOT	4-cyl. diesel engine 1.6 l/75 kW (4V) TDI common rail base engine is TF3
D28	MOT	3-cyl. diesel engine 1.2 l/55 kW (4V) TDI common rail base engine is TS4/TK4
D29	MOT	6-cylinder SI engine 2.9 l/324 kW biturbo, FSI, homogeneous base engine is TV8
D2A	MOT	4-cylinder SI engine 1.8 l/92 kW with MPI, EU3D base engine is T6W
D2B	MOT	4-cylinder SI engine 1.8 l/74 kW with MPI, EU3D base engine is T6U
D2C	MOT	4-cyl. turbo diesel engine 2.0 L/100 kW (TDI) with unit-injector system base engine is T1E/TM0/TR0/TPO
D2D	MOT	4-cylinder SI engine 2.0 l/155 kW 16V turbo FSI, homogeneous; base engine is TM2/TV2/TG6/TJ6/TD6/TP6/TL5/TL6/TI6
D2E	MOT	4-cylinder SI engine 1.8 l/110 kW (20V) turbo base engine is T8C
D2F	MOT	4-cylinder SI engine 1.8 l/132 kW (20V) turbo base engine is T8C
D2G	MOT	6-cylinder SI engine 3.2 l/188 kW (24V) FSI, homogeneous base engine is T14
D2H	MOT	6-cylinder SI engine 3.0 l/162 kW (30V) V6 base engine is T15
D2I	MOT	3-cylinder SI engine 1.0 l/63 kW TSI base engine is TJ4
D2J	MOT	4-cylinder SI engine 1.8 l/110 kW (20V) turbo, EU3D base engine is T8C
D2K	MOT	4-cylinder SI engine 1.8 l/132 kW (20V) turbo, US 83 base engine is T8C
D2L	MOT	4-cylinder SI engine 2.0 l/147 kW (16V) turbo FSI, homogeneous, base engine is T59/T61/TQ2/TU2/TD6/TN6/TL5/T6E
D2M	MOT	4-cylinder SI eng. (turbo) 1.8 l/165 kW (20V), US 83 base engine is T6B
D2N	MOT	4-cylinder SI engine 1.6 l/64 kW EU2 base engine is T19
D2P	MOT	4-cylinder SI engine 2.0 l/88 kW MVEG 2 base engine is T10
D2Q	MOT	4-cylinder SI engine 2.0 l/88 kW US 83 base engine is T10
D2S	MOT	4-cylinder SI engine 1.8 l/88 kW (16V) TFSI, homogeneous base engine is TH2/TF6
D2T	MOT	4-cylinder SI engine 2.0 l/110 kW (16V) FSI, stratified base engine is T17
D2U	MOT	4-cylinder SI engine 2.0 l/132 kW (16V) turbo FSI, homogeneous base engine is T61
D2V	MOT	4-cylinder SI engine 2.0 l/100 kW (16V) MPI base engine is T61/T67
D2W	MOT	4-cylinder SI engine 2.0 l/132 kW (16V) turbo base engine is T68
D2X	MOT	4-cylinder SI engine 2.0 l/121 kW (16V) FSI, base engine is T76
D2Y	MOT	4-cylinder SI engine 1.8 l/73 kW with catalytic converter, US 83 (gasol.)base engine is TC4/TE4
D2Z	MOT	4-cylinder SI engine 2.0 l/110 kW (16V) FSI, homogeneous base engine is T58
D30	MOT	6-cyl. turbo diesel engine 3.0 l/170 kW (24V) VR6 TDI, common rail base engine is TE3
D31	MOT	4-cylinder SI engine 1.4 l/110 kW 16V TSI TC base engine is TF0/TU1
D32	MOT	4-cylinder SI engine 1.4 l/132 kW 16V TSI TC w/ supercharger and turbocharger base engine is TF0
D33	MOT	4-cylinder SI engine 1.4 l/92 kW 4V TSI base engine is TU0/TL1/T9B
D34	MOT	6-cylinder SI engine 3.6 l/220 kW (24V) VR6, FSI, homogeneous base engine is TV0/TV1
D35	MOT	4-cyl. turbo dies. eng. 2.0 l/91 kW (2V)TDI, unit-injector system base engine is T1E
D36	MOT	4-cyl. turbo dies. eng. 1.6 l/66 kW (4V)TDI common rail base engine is TF3/TJ1/TI7
D37	MOT	4-cyl. turbo dies. eng. 1.6 l/55 kW (4V)TDI common rail base engine is TF3
D38	MOT	4-cyl. turbo dies. eng. 1.6 l/77 kW (4V)TDI common rail base engine is TF3/TN1/TJ1/TI7
D39	MOT	4-cylinder SI engine 1.8 l/86 KW BOSCH motronic, appendix 15.04
D3A	MOT	4-cyl. turbo diesel eng. 1.9 l/110 kW TDI with unit-injector system base engine is T20/T9J
D3B	MOT	6-cylinder SI engine 3.6 l/206 kW (24V) VR6, FSI, homogeneous base engine is T05/TA0/TH0/TV1/TV0
D3C	MOT	4-cylinder SI engine 1.0 l/51 kW (16V) FTP 75 base engine is T9Q
D3D	MOT	4-cylinder SI engine 1.0 l/82 kW (16V) turbo US 83 base engine is T22
D3E	MOT	4-cyl. turbo diesel engine 1.9 l/96 kW TDI with unit-injector system base engine is T9J
D3F	MOT	4-cylinder SI engine 1.4 l/44 kW MPI, D4 base engine is T8H
D3G	MOT	4-cylinder SI engine 1.0 l/37 kW with MPI, D4 base engine is T8F
D3H	MOT	4-cylinder SI engine 1.6 l/77 kW (16V) with MPI base engine is T27/TL0/TT0/TV5
D3I	MOT	3-cyl. diesel engine 1.4 l/59 kW TDI common rail base engine is T7M
D3J	MOT	3-cyl. turbo diesel engine 1.5 l/81 kW TDI common rail base engine is T3J
D3K	MOT	4-cyl. turbo diesel engine 1.9 l/63 kW unit-injector system base engine is T21
D3L	MOT	4-cyl. turbo diesel engine 1.9 l/77 kW unit-injector system base engine is T21
D3M	MOT	4-cylinder SI engine 1.4 l/63 kW (16V) FSI base engine is T74
D3N	MOT	4-cylinder SI engine 1.6 l/75 kW (16V) FSI base engine is T75
D3P	MOT	4-cylinder SI engine 2.0 l/184 kW (16V) turbo FSI, homogeneous base engine is TA2
D3Q	MOT	4-cylinder SI engine 2.0 l/195 kW (16 V)turbo FSI, homogeneous base engine is TA2/TT6
D3R	MOT	4-cylinder SI engine 2.0 l/88 kW base engine is TB2/TE2
D3S	MOT	4-cylinder SI engine 1.0 l/52 kW with MPI base engine is TB0/TS0/T97
D3T	MOT	4-cylinder SI engine 1.6 l/68 kW with MPI base engine is TD2
D3U	MOT	12-cylinder SI engine 6.0 l/316 kW WR12 (48V), motronic base engine is T1H
D3V	MOT	4-cylinder SI engine 2.0 l/132 kW (16V) FSI, homogeneous base engine is
D3W	MOT	4-cyl. turbo diesel engine 1.9 l/77 kW TDI with unit-injector system base engine is T71/TG0/TD0/T5X
D3X	MOT	4-cyl turbo diesel engine 2.0 l/103 kW 16V (TDI) with unit-injector system base engine is T9G/TB3/TM0/TP0/TC3/TQ0
D3Y	MOT	4-cylinder SI engine 2.0 l/82 kW with catalytic converter, US 83 base engine is TC1
D3Z	MOT	4-cylinder SI engine 1.8 l/67 kW base engine is TC4
D40	MOT	4-cylinder SI engine 1.6 l/73 kW MPI base engine is TD4
D41	MOT	6-cyl. turbo diesel engine 3.0 l/140 kW (24V) VR6 TDI, common rail base engine is TE3
D42	MOT	4-cylinder SI engine 1.4 l/110 kW 16V TSI, homogeneous, CNG (natural gas) base engine is TQ3
D43	MOT	6-cylinder turbo diesel engine 3.0 l/180 kW (24V) V6, TDI common rail base engine is TF1/TH1/T41
D45	MOT	4-cyl. turbo dies. eng. 2.0 l/90 kW (4V)TDI common rail base engine is TN3/TU4/TD1
D46	MOT	4-cyl. turbo diesel engine 2.0 l/120 kW (4V) TDI, BIT common rail base engine is TP3/TV4/TP5/TK4/T5S
D47	MOT	4-cyl. turbo diesel engine 2.0 l/110 kW (4V) TDI, common rail base engine is TG3
D48	MOT	4-cyl. turbo dies. eng. 2.0 l/162 kW (4V) TDI common rail base engine is TS3
D49	MOT	4-cyl. turbo dies. eng. 2.0 l/132kW (4V)TDI, BIT common rail base engine is TV3/TV4/TG9
D4A	MOT	6-cylinder SI engine 3.0 l/265 kW (24V) biturbo base engine is T8I
D4B	MOT	4-cylinder SI engine 1.0 l/37 kW base engine is T4F
D4C	MOT	3-cylinder diesel engine 1.4 l/66 kW TDIand unit-injector system base engine is T60
D4D	MOT	6-cylinder SI engine 2.9 l/330 kW biturbo, FSI homogeneous base engine is TV8/T5Q
D4E	MOT	6-cyl. turbo dies. eng. 3.0 l/165 kW (24V) V6, TDI common rail base engine is TS8
D4F	MOT	5-cylinder SI engine 2.5 l/110 kW (20V) (R5) base engine is T8K/TQ7
D4G	MOT	4-cylinder SI engine 2.0 l/85 kW bivalent (gas) base engine is T11
D4H	MOT	4-cylinder SI engine 1.4 l/55 kW port fuel injection base engine is TE0
D4I	MOT	5-cylinder SI engine 2.5 l/294 kW (20V) (R-5) TFSI, homogeneous base engine is TM1
D4J	MOT	4-cylinder SI engine 1.4 l/85 kW (4V) TSI base engine is TL1
D4K	MOT	4-cylinder SI engine 1.6 l/85 kW (16V) FSI, homogeneous base engine is T72
D4L	MOT	4-cylinder SI engine 1.4 l/118 kW 16V TSI TC base engine is TF0/TU1
D4M	MOT	4-cylinder SI engine 1.4 l/66 kW (16V) FSI base engine is T74
D4N	MOT	4-cylinder SI engine 1.8 l/74 kW BOSCH motronic, bifuel base engine is TG2
D4P	MOT	4-cylinder SI engine 1.4 l/125 kW 16V TSI TC w/ supercharger and turbocharger base engine is TF0
D4Q	MOT	4-cylinder SI engine 1.4 l/61 kW base engine is TE0/TA6/TR5
D4R	MOT	4-cylinder SI engine 1.4 l/103 kW 16V TSI TC w/ supercharger and turbocharger base engine is TF0
D4S	MOT	3-cyl. turbo diesel eng. 1.4 l/51 kW TDIunit-injector system base engine is TA4/TF4
D4T	MOT	3-cyl. turbo diesel engine 1.4 L/59 kW TDI, unit-injector system base engine is T0U/TF4
D4U	MOT	4-cyl. turbo diesel engine 1.9 l/55 kW TDI with unit-injector system base engine is TG0
D4V	MOT	6-cyl. turbo diesel engine 2.7 l/140 kW (24V) V6 TDI, common rail base engine is TA1/TH1
D4W	MOT	4-cylinder SI engine 1.4 l/59 kW (16V) base engine is TT1
D4X	MOT	4-cylinder SI engine 1.4 l/90 kW TSI base engine is TU0/TL1/TM5
D4Y	MOT	4-cylinder SI engine 2.0l/114 kW with catalytic converter, US 83
D4Z	MOT	6-cyl. turbo dies. eng. 3.0 l/170 kW V6, TDI common rail base engine is T7V
D50	MOT	6-cyl. turbo dies. eng. 3.0 l/176 kW 24VV6 TDI, common rail base engine is T41/TE1/TF1/TH1
D51	MOT	6-cyl. turbo diesel engine 3.0 l/184 kW (24V) V6, TDI common rail base engine is T41/TF1/TH1/T7V
D52	MOT	6-cyl. turbo diesel engine 2.7 l/136 kW (24V) V6, TDI common rail base engine is TA1
D53	MOT	4-cyl. turbo dies. eng. 2.0 l/96 kW (4V)TDI common rail base engine is TM3/TW3
D54	MOT	4-cyl. turbo dies. eng. 2.0 l/62 kW (4V)TDI common rail base engine is TM3/TW3/TP4
D55	MOT	4-cyl. turbo dies. eng. 2.0 l/75 kW (4V)TDI common rail base engine is TM3/TW3/TQ5
D56	MOT	12-cyl. diesel engine 6.0 l/368 kW (48 V) TDI bi-turbo common rail base engine is TD5
D57	MOT	8-cyl. turbo diesel engine 4.2 l/250 kW (32 V) common rail base engine is TE5
D58	MOT	8-cylinder SI engine 4.806 l/370 kW (V8)biturbo base engine is TT9 - Porsche -
D59	MOT	8-cylinder SI engine 4.2 l/331 kW (32V) V8, FSI, homogeneous base engine is TN8
D5A	MOT	8-cylinder SI engine 4.2 l/175 kW EU3-D,cam phaser w/o active cyl. management base engine is T7S
D5B	MOT	6-cylinder SI engine 2.4 l/125 kW (30V) base engine is T7T
D5C	MOT	6-cylinder SI engine 2.8 l/154 kW (24V) FSI, V6 base engine is T44
D5D	MOT	6-cylinder SI engine 2.4 l/130 kW 24V base engine is T45/TS2
D5E	MOT	8-cylinder SI engine 4.2 l/253 KW (40V) MPI base engine is T79
D5F	MOT	8-cylinder SI engine 6.8 l/336 kW (16V) V8 biturbo
D5G	MOT	8-cylinder SI engine 6.8 l/298 kW (16V) V8 biturbo
D5H	MOT	10-cylinder SI engine 5.2 l/309 kW (40V)V10, FSI, homogeneous base engine is T8E
D5I	MOT	3-cylinder SI engine 1.0 l/48 kW port fuel injection base engine is T5Y
D5J	MOT	10-cyl. diesel engine 5.0 l/258 kW TDI unit-injector system base engine is TF7/TE7
D5K	MOT	5-cyl. turbo diesel eng. 2.5 l/65 kW TDIcommon rail base engine is TA7
D5L	MOT	5-cyl. turbo diesel eng. 2.5 l/80 kW TDIcommon rail base engine is TA7
D5M	MOT	5-cyl. turbo diesel 2.5 l/100 kW TDI common rail base engine is TC7
D5N	MOT	5-cyl. turbo diesel 2.5 l/120 kW TDI common rail base engine is TC7/TD7
D5P	MOT	8-cylinder SI engine 4.2 l/246 kW (40V) MPI, V8 base engine is T79
D5Q	MOT	5-cyl. turbo diesel engine 2.5 l/120 kW unit-injector system base engine is T03/T86/TN7/TP7
D5R	MOT	16-cylinder SI engine 8.0 l/736 kW (64V)WR16, motronic base engine is TH7
D5S	MOT	16-cylinder SI engine 8.0 l/445 kW (64V)WR16, motronic
D5T	MOT	12-cylinder SI engine 6.0 l/325 kW WR12 (48V), motronic base engine is T1H
D5U	MOT	8-cylinder SI engine 4.2 l/353 kW (40V) V8, biturbo base engine is T09
D5V	MOT	8-cylinder SI engine 4.8 l/280 kW V8 (40V) FSI base engine is TP9 (Porsche)
D5W	MOT	10-cylinder SI engine 5.2 l/331 KW (40V)V10, FSI, homogeneous base engine is T8E
D5X	MOT	6-cylinder SI engine 3.6 l/206 kW (24V) VR6, FSI, homogeneous base engine is TA0 (Porsche)
D5Y	MOT	4-cylinder SI engine 1.9 l/47 kW with catalytic converter
D5Z	MOT	8-cylinder SI engine 4.8 l/368 kW (V8) biturbo base engine is TR9 - Porsche -
D60	MOT	4-cylinder SI engine 2.0 l/162 kW (16V) turbo FSI, homogeneous, base engine is T61/TW6/TP6/T1P/TA9,TL6/TG6/TA2/TI6
D61	MOT	6-cyl. turbo diesel eng. 3.0 l/260 kW V6, TDI common rail base engine is TU8
D62	MOT	6-cylinder SI engine 3.2 l/191 kW (24V) FSI, homogeneous base engine is T14
D63	MOT	4-cylinder SI engine 2.0 l/177 kW (16V) turbo FSI, homogeneous base engine is TA2
D64	MOT	4-cylinder SI engine 2.0 l/132 kW (16 V)turbo FSI, homog. b. engine T4U/T56 TM2/TV2/TL6/TG6/TR6/TS6/TD6/TM6/T06/TD3
D65	MOT	8-cylinder SI engine 4.0 l/420 kW biturbo, FSI, homogeneous base engine is T1M
D66	MOT	4-cylinder SI engine 2.0 l/136 kW (16V) turbo FSI, homogeneous base engine is T59
D67	MOT	4-cylinder SI engine 1.8 l/118 kW (16V) turbo FSI, homogeneous base engine TJ2/TT2/TE6/TH2/TF6/TW2/TH6
D68	MOT	4-cylinder SI engine 1.4 l/110 kW (16V) hybrid, turbo FSI, homogeneous base engine is TK3
D69	MOT	4-cylinder SI engine 2.0 l/155 kW hybrid, turbo FSI, homogeneous base engine is TC8/TH5
D6A	MOT	6-cylinder SI engine 3.2 l/169 kW (24V) VR6 base engine is T31
D6B	MOT	6-cylinder SI engine 2.8 L/150 kW (24V) VR6 base engine is T9T
D6C	MOT	6-cylinder SI engine 2.8 l/257 kW (24V) EU4, VR6, biturbo base engine is T32
D6D	MOT	6-cylinder SI engine 3.2 l/184 kW 24V VR6 base engine is T33/T3D/T36
D6E	MOT	6-cylinder SI engine 3.2 l/165 kW (24V) VR6 base engine is T34
D6F	MOT	6-cylinder SI engine 3.2 l/184 kW (24V) VR6 FSI, stratified base engine is T35
D6G	MOT	4-cylinder SI engine 2.0 l/125 kW (16V) turbo FSI, homogeneous base engine is T61/TQ2/TD6/TN6/T2K
D6H	MOT	4-cyl. turbo diesel eng. 1.9 l/118 kW TDI with unit-injector system base engine is T20
D6I	MOT	4-cyliner SI engine 1.8 l/106 kW (16V) turbo FSI, homogeneous base engine is TQ6
D6J	MOT	4-cylinder SI engine 1.8 l/125 kW (16V) turbo FSI, homogeneous, base engine is TH2/TJ2/TF6/TQ6/TF5/TK5/TI5
D6K	MOT	4-cyl. turbo diesel engine 1.9 l/62 kW unit-injector system base engine is T23
D6L	MOT	4-cyl. turbo diesel engine 1.9 l/75 kW unit-injector system base engine is T23
D6M	MOT	12-cylinder SI engine 6.2 l/426 kW (48V)MPI base engine is TR7
D6N	MOT	12-cylinder SI engine 6.5 l/471 kW (48V)MPI base engine is TS7
D6Q	MOT	8-cyl. turbo dies. eng. 4.2 l/230 kW (32V) common rail base engine is TB1
D6R	MOT	6-cyl. turbo diesel engine 3.0 l/192 kW V6, TDI common rail base engine is TS8
D6S	MOT	4-cyl. diesel eng. 4.8 l/190 PS (MWM) common rail with turbocharger base engine is TZ1
D6T	MOT	6-cyl. turbo diesel engine 3.0 l/195 kW (24V) V6, TDI common rail
D6U	MOT	8-cylinder SI engine 4.0 l/309 kW biturbo, FSI, homogeneous base engine is TV7
D6V	MOT	8-cylinder SI engine 4.8 l/294 kW V8 FSI base engine is TS9 (Porsche)
D6W	MOT	6-cylinder SI engine 3.2 l/195 kW (24V) FSI base engine is TR2
D6X	MOT	4-cylinder SI engine 2.0 l/80 kW base engine is TP2
D6Y	MOT	4-cylinder SI engine 1.8 l/73 kW with catalytic converter, US 83
D6Z	MOT	6-cyl. turbo dies. eng 3.0 l/74 kW (24V)V6, TDI common rail
D70	MOT	10-cylinder SI engine 5.0 l/426 kW (40V)V10 FSI BIT base engine is TT7
D71	MOT	10-cylinder SI engine 5.2 l/386 kW (40V)V10 FSI base engine is TU7
D72	MOT	10-cylinder SI engine 5.0 l/382 kW (40V)V10 base engine is T77
D73	MOT	8-cylinder SI engine 6.8 l/373 kW (16V) V8 biturbo
D74	MOT	6-cyl. diesel engine 8.9 L/400 PS (Cummins) EU5 base engine is TZ2
D75	MOT	10-cylinder SI engine 5.2 l/320 kW (40V)V10, FSI, homogeneous base engine is T8E
D76	MOT	8-cylinder SI engine 4.2 l/313 kW (32V) FSI, homogeneous base engine is TK7
D77	MOT	5-cylinder SI engine 2.5 l/125 kW (20V) (R5) base engine is T8K
D78	MOT	8-cylinder SI engine 6.8 l/395 kW (16V) V8, biturbo base engine is TR8
D79	MOT	8-cylinder SI engine 4.2 l/273 KW V8 32VFSI, homogeneous base engine is T8T
D7A	MOT	6-cylinder SI engine 3.0 l/160 kW (30V) V6 base engine is T15
D7B	MOT	4-cylinder SI engine 2.0 l/191 kW (20V) turbo base engine is T48
D7C	MOT	4-cylinder SI engine 1.8 l/136 KW TFSI, homogeneous base engine is T8C/TA8
D7D	MOT	4-cylinder SI engine 1.8 l/176 kW (20V) turbo base engine is T6B
D7E	MOT	4-cylinder SI engine 1.8 l/140 kW (20V) turbo base engine is T0L/T8C
D7F	MOT	4-cylinder SI engine 1.6 l/77 kW plus with MPI base engine is T2U
D7G	MOT	4-cylinder SI engine 1.8 l/120 kW (20V) turbo base engine is T0L/TF2/T8C
D7H	MOT	4-cylinder SI engine 1.8 l/110 kW (16V) turbo FSI, homogeneous base engine is TJ2/TT2/TW2
D7I	MOT	3-cylinder SI engine 1.0 l/59 kW port fuel injection base engine is T5Y
D7J	MOT	6-cyl. diesel engine 8.3 l/260 PS 24V (Cummins), TDI fuel distributor inject. pump, EPA 04, base engine is T..
D7K	MOT	4-cyl. turbo dies. eng. 3.9 l/170 PS 16V(Cummins) TDI common rail, EPA 98 base engine is TX1
D7L	MOT	4-cylinder SI engine 1.6 l/72 kW MPI base engine is T1J/TV6
D7M	MOT	4-cyl. turbo diesel engine 1.9 l/81 kW TDI with unit-injector system base engine is TJ0
D7N	MOT	4-cyl. turbo diesel engine 2.0 l/103 kW TDI with unit-injector system base engine is TM0/TP0/TR0
D7P	MOT	4-cyl. diesel eng. 4.8 l/210 PS (MWM) common rail with turbocharger, EU3 base engine is TX2
D7Q	MOT	5-cyl. turbo diesel engine 2.5 l/132 kW unit-injector system base engine is
D7R	MOT	4-cylinder SI engine 2.0 l/80 kW monovalent (natural gas) base engine is TN2/T55
D7S	MOT	6-cyl. diesel eng. 7.2 l/225 PS (MWM) common rail with turbocharger, EU3 base engine is TY2
D7T	MOT	4-cyl. diesel eng. 4.8 l/185 PS (MWM) common rail with turbocharger, EU3 base engine is TX2
D7U	MOT	4-cyl. turbo diesel engine 2.0 l/150 kW (4V) TDI, common rail base engine is T6F
D7V	MOT	6-cyl. turbo diesel engine 3.0 l/169 kW (24V) V6, TDI common rail
D7W	MOT	4-cyl. turbo dies. eng. 1.5 l/81 kW TDI common rail base engine is T1S
D7X	MOT	5-cyl. turbo diesel engine 2.5 l/121 kW base engine is 065.B
D7Y	MOT	4-cylinder SI engine 1.8 l/76 kW with catalytic converter, US 83
D7Z	MOT	4-cyl. turbo diesel engine 3.9 l/180 PS (Cummins), TDI common rail base engine is TX1
D80	MOT	4-cylinder SI engine 2.0 l/169 kW (16V) turbo FSI, homogeneous base engine is TA2/TP6/TW6/T3Q
D81	MOT	4-cylinder SI engine 2.0 l/188 kW (16V) turbo FSI, homogeneous base engine is TA2
D82	MOT	6-cylinder SI engine 2.8 l/140 kW (24V) FSI, V6 base engine is T44
D83	MOT	Electric motor 100 kW base engine is T9C
D84	MOT	12-cylinder SI engine 6.5 l/544 kW port fuel injection base engine is TC9
D85	MOT	10-cylinder SI engine 5.2 l/412 kW (40V)V10 FSI base engine is TU7
D86	MOT	12-cylinder SI engine 6.3 l/368 kW (48V)W12, FSI, homogeneous base engine is TX7/TV9
D87	MOT	12-cylinder SI engine 6.3 l/427 kW (48V)W12, FSI, homogeneous base engine is TP8
D88	MOT	4-cylinder SI engine 1.4 l/52 kW port fuel injection base engine is TE0
D89	MOT	4-cylinder SI engine 1.0 l/54 kW with MPI base engine is TB0
D8A	MOT	6-cyl. turbo diesel eng. 8.3 l/310 PS TDI, EU2 base engine is TY3
D8B	MOT	6-cyl. turbo diesel eng. 8.3l/290 PS TDIEU1
D8C	MOT	6-cyl. turbo diesel eng. 5.9 l/210 PS TDI (Cummins) unit-injector system, EU2 base engine is TY0
D8D	MOT	6-cyl. turbo diesel eng. 5.9 l/210 PS TDI with distributor injection pump, EU2, base engine is TY0
D8E	MOT	6-cyl. turbo diesel eng. 8.3l/250 PS TDIEU1
D8F	MOT	6-cyl. turbo diesel eng. 8.3 l/220 PS TDI, base engine is TY3
